name,barrio,descripcion,precio,codigo,opt1,opt2,opt3,opt4,opt5,opt6,opt7,opt8,opt9,opt10
Apartamento en venta,Los Lagartos - Bogotá,Zona tranquila Apto remodelado hace menos de un año iluminado con vista club de golf los lagartos sala comedor bastante amplia adicional zona de televisión tres habitaciones con closet amplios habitación principal con walking closet y baño privado baño social el piso en todo el apto es SPC PVC instalado hace menos de un año así como el piso de la cocina cocina remodelada blackout y cortinas marca pel zona de lavado con mueble organizador Tres once dos treinta y dos 23 4 3,$ 440.000.000,Código Fincaraíz: 6629620,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '84 m²'},{'Área privada': '84 m²'},{'Estrato': '4'},{'Antigüedad': '9 a 15 años'},{'Administración': 'No definida'},"{'Precio m²': '$\xa05.238.095,24*m²'}"
Apartamento en venta,Chicó - Bogotá,"Encuentra, Arrienda o Vende con nosotros. Siempre más opciones en www.homesnbricks.com Visitanos!! Ofrece Amplio apartamento en venta ubicado en el barrio Chicó. Este inmueble cuenta con sala y comedor independientes, cocina independiente, zona de lavandería, habitación de servicio convertida en estudio. Zona privada con family room, habitación principal con baño privado, Cuatro habitaciones y tres baños Completos . Incluye Dos parqueaderos y depósito. El edificio consta de ascensor y sistema de seguridad 24 hrs. .",$ 932.000.000,Código Fincaraíz: 3909374,{'Habitaciones': '4'},{'Baños': '4'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '192 m²'},{'Área privada': '192 m²'},{'Estrato': '6'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '5'},{'Administración': '$\xa01.123.000 COP'}
Apartamento en venta,Cedritos - Bogotá,"Gran Oportunidad. Amplio apartamento 3 alcobas 2 baños, alcoba de servicio con baño cocina y patio de ropas, sala y comedor independientes con chimenea, sala de TV que puede usarse como oficina independiente del area privada. terraza 2 parqueaderos y deposito Excelente ubicación a una cuadra del centro comercial cabos, venta directa.",$ 415.000.000,Código Fincaraíz: 4678089,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '110 m²'},{'Área privada': '100 m²'},{'Estrato': '4'},{'Estado': 'Bueno'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '1'}
Apartamento en venta,Colina Campestre - Bogotá,"Conjunto Monet. excelente apartamento esquinero iluminado, doble altura, torre contra la montaña, vista exterior a las canchas y montaña. también interior cada habitación con su baño, gran estudio o 4 habitación, parqueadero doble salida, dos depósitos, cuarto y baño de servicio, cocina con isla, piscina, turco yacusi, cancha múltiple. parques niños arriendo con administración 4.400 millones. NO INTERMEDIARIOS. DIRECTO",$ 920.000.000,Código Fincaraíz: 6506155,{'Habitaciones': '4'},{'Baños': '5'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '172 m²'},{'Área privada': '170 m²'},{'Estrato': '5'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '5'}
Apartamento en venta,San Luis - Bogotá,"Espectacular apartamento, totalmente remodelado. Con vista privilegiada al Parque San Luis. Excelente oportunidad.",$ 330.000.000,Código Fincaraíz: 6378192,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '57 m²'},{'Área privada': '57 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '2'}
Apartamento en venta,Chicó Reservado - Bogotá,"Con 2 años de construido. Piso 6. Iluminado exc zonas comunes y acabados. 3 habitaciones y zona de estudio esta adaptada para 3 alcoba con su baño. 2 baños mas social. Cocina semi abierta con barra y lava vajillas. zona de ropas independiente. Edificio con teatrino, salón de juegos, salón de niños, gimnasio prof, salón de pilates, 2 salas de juntas dotadas, cuarto de escoltas caldera. Cerca al museo el chico y calle 93. 2 parqueaderos independientes y deposito. Vlr adm 560.000.",$ 1.590.000.000,Código Fincaraíz: 5492088,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '146 m²'},{'Área privada': '142 m²'},{'Estrato': '6'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '6'}
Apartamento en venta,Nueva Marsella - Bogotá,Apartamento ubicado en excelente sector a una cuadra de mundo aventura cerca a la av Americas av Boyaca 1 de mayo y av 68 centro comercial plaza de las americas Tres alcobas baño principal baño social zona de lavandería hall sala comedor balcón cocina integral con salpicadero alto en mármol y barra ascensor y terraza comunal,$ 340.000.000,Código Fincaraíz: 6534707,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '85 m²'},{'Área privada': '0 m²'},{'Estrato': '3'},{'Administración': 'No definida'},{'Precio m²': '$\xa04.000.000*m²'},None
Apartamento en venta,Colina Campestre - Bogotá,Apartamento acogedor e iluminado Sala con Chimenea comedor amplio con salida al balcón 3 alcobas la principal con baño y vestier baño de alcobas y baño social estudio cocina lavandería con buena ventilación Pisos laminados Conjunto cuenta con salón social gimnasio salón de juegos infantil y parque para niños Portería 24 horas Deposito en el mismo piso 2 garajes cubiertos Negociable,$ 490.000.000,Código Fincaraíz: 6365292,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '116 m²'},{'Área privada': '116 m²'},{'Estrato': '5'},{'Administración': 'No definida'},"{'Precio m²': '$\xa04.224.137,93*m²'}",None
Apartamento en venta,Villas Del Mediterráneo - Bogotá,"excelente estado, 2 parqueadero independientes zonas verdes al interior del conjunto, piso de madera en sala comedor y el corredor y laminado en alcobas excelente ubicacion",$ 340.000.000,Código Fincaraíz: 6544443,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '95 m²'},{'Área privada': '88 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '1'}
Apartamento en venta,Lagos de Cordoba - Bogotá,APARTAMENTO EN VENTA Bogotá Lagos de Córdoba 97 m2 Piso 11 Amplio y lindo apartamento con vista exterior muy buena iluminación natural y excelente distribución Cuenta con tres alcobas tres baños estudio sala comedor balcón cocina integral estufa y calentador a gas dos parqueaderos independientes puerta de seguridad cortinas El conjunto ofrece diferentes zonas de juegos al aire libre e interiores salón infantil salones comunales gimnasio excelentemente dotado,$ 560.000.000,Código Fincaraíz: 6312868,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '97 m²'},"{'Área privada': '90,25 m²'}",{'Estrato': '5'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '11'}
Apartamento en venta,Chapinero Alto - Bogotá,"Vendo Excelente apartamento 5 piso exterior, con ascensor área 81m consta de 2 habitaciones, 2 baños área social amplia, cocina integral abierta con zona de lavandería aparte, garaje 2 cubierto y deposito pisos en madera",$ 520.000.000,Código Fincaraíz: 6637113,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '81 m²'},{'Área privada': '81 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '5'}
Apartamento en venta,Santa Bárbara Occidental - Bogotá,"Hermoso apartamento, ubicado cerca de parques, muy fácil acceso a transporte publico, exterior, ascensor privado, 3 habitaciones, 2 parqueaderos, deposito, con gran iluminación.",$ 710.000.000,Código Fincaraíz: 5345779,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '118 m²'},{'Área privada': '0 m²'},{'Estrato': '5'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '3'}
Apartamento en venta,Lisboa - Bogotá,"Exceklente oportunidad vendemos apartamento de 55 mtrs, 2 alcobas con closet, 2 baños con calentador a gas, salacomedor, cocina integral, espacio de ropas, gimnasio, piscina, salon de juegos para niños.",$ 150.000.000,Código Fincaraíz: 6577762,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área privada': '52 m²'},{'Estrato': '3'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '8'},{'Administración': '$\xa0105.000 COP'},"{'Precio m²': '$\xa02.727.272,73*m²'}"
Apartamento en venta,Tierra Buena - Bogotá,Espectacular apto de 53 M2 con ascensor piso 12 calentador de agua cocina integral hermosa vista interior y exterior 2 habitaciones estudio dos baños y sala Comedor el conjunto cuenta con zona BBQ 2 salones comunales Gimnasio parque infantil y cancha deportiva 140 NEGOCIABLES,$ 140.000.000,Código Fincaraíz: 6626143,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área privada': '0 m²'},{'Estrato': '2'},{'Administración': 'No definida'},"{'Precio m²': '$\xa02.641.509,43*m²'}",None,None
Apartamento en venta,Castilla - Bogotá,"por motivo viaje se vende urgente apartamento, primer piso, con terraza a escasos metros del parqueadero privado cubierto y con deposito, totalmente equipado, en pleno auge de valorización, ceca a Transmilenio y ruta de alimentadores , centros comerciales y Homecenter, abierto a negociación.",$ 260.000.000,Código Fincaraíz: 6557079,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '57 m²'},{'Área privada': '54 m²'},{'Estrato': '3'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '1'}
Apartamento en venta,Las Nieves - Bogotá,"Excelente ubicación en la zona de mayor valorización en Bogotá Hoy. Sala comedor, 2 habitaciones con clóset amplio y mueble de pared a pared bajo las ventanas, cocina integral, gas natural, todos los servicios, Cuarto aseo, calentador a gas. Excelente iluminación en todas las áreas.",$ 320.000.000,Código Fincaraíz: 6492597,{'Habitaciones': '2'},{'Baños': '1'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área privada': '62 m²'},{'Estrato': '3'},{'Estado': 'Excelente'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '6'},{'Administración': '$\xa0210.000 COP'}
Apartamento en venta,Chapinero Alto - Bogotá,"VENDO APTO KANDINSKY - 1 HAB - 2 BAÑOS - 1 PARQUEADERO - VISTA A BOGOTÁ - 48 m2 - 400MMKANDINSKY - Cll 64 cra 1 ÁREA: 48 mts21 habitación con walk in closetBaño socialCocina abierta - Lavandería Independiente1 garajePiso 7 - Con balcón y espectacular vista a BogotáAdministración: 212.000Estrato 4 a pocas cuadras de la Zona GPuerta de seguridad - Shades y cortinasValor: 400 MillonesKANDINSKY cuenta con 2 canchas de squash, sala de internet, Gimnasio, Salón de reuniones, Teatrino,",$ 400.000.000,Código Fincaraíz: 6391286,{'Habitaciones': '1'},{'Baños': '2'},{'Habitaciones': '1'},{'Habitaciones': '1'},{'Área construída': '48 m²'},{'Área privada': '48 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '7'}
Apartamento en venta,El Batán - Bogotá,"Hermoso apartamento de 3 habitaciones o 2 habitaciones y estudio, alcoba principal con baño interno. Sala y comedor independiente, cocina integral, gas natural, zona de lavandería y cuarto y baño de servicio. 1 garaje cubierto y depósito. Pisos en madera laminada. Ubicado en conjunto residencial con vigilancia 24 horas, salón comunal y plazoleta central con jardines.",$ 460.000.000,Código Fincaraíz: 6635233,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '107 m²'},{'Área privada': '107 m²'},{'Estrato': '5'},{'Estado': 'Bueno'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '3'}
Apartamento en venta,Ciudad Salitre - Bogotá,"Espectacular Apartamento venta. Amoblado, Ubicadisimo",$ 850.000.000,Código Fincaraíz: 6628315,{'Habitaciones': '4'},{'Baños': '3'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '119 m²'},{'Área privada': '173 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '1'}
Apartamento en venta,Los Rosales - Bogotá,"Apto de 279 m2, con 3 cuartos, cada uno con su baño privado, baño social, cocina amplia, comedor, sala con chimenea, estudio con biblioteca y ascensor privado. La cocina es muy amplia, con lavadora de platos, gran zona de ropas, alacena y amplio cuarto de servicio c/ baño privado completo. Cuenta con 3 cuartos amplios y luminosos, cada uno con su baño privado en suite, y dos tienen walking closet. 2 parqueaderos independientes y un gran depósito. Supermercado y farmacia 24 hs cercanos.",$ 1.740.000.000,Código Fincaraíz: 6635549,{'Habitaciones': '4'},{'Baños': '5'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '279 m²'},{'Área privada': '279 m²'},{'Estrato': '6'},{'Estado': 'Excelente'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '4'}
Apartamento en venta,Pasadena - Bogotá,OFERTA LINDO Apartamento 128 metros 3 alcobas 2 baños sala comedor cocina integral abierta cuarto de ropas patio interno 2 balcones deposito 2 garajes salon comunal cancha de squash cerca autopista calle principal excelentes condiciones,$ 580.000.000,Código Fincaraíz: 6490345,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '128 m²'},{'Área privada': '128 m²'},{'Estrato': '5'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '2'}
Apartamento en venta,Mazurén - Bogotá,"Remodelado, en conjunto cerrado con zonas verdes. Ambiente Familiar, muy cerca de transmilenio.",$ 265.000.000,Código Fincaraíz: 6639855,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '63 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '4'}
Apartamento en venta,Chapinero Alto - Bogotá,"ESPECTACULAR apartamento de 70m2 ubicado en chapinero alto (muy cerca a la zona G), amplió y con excelentes acabados generales, buena iluminación natural, 1 habitación, cocina integral abierta, sala comedor, 1 cuarto estudio, dos baños, cuarto de ropas y un buen balcón, 2 parqueaderos (duplicador electrico), el edificio cuenta con terraza comunal, seguridad privada y ascensor.",$ 470.000.000,Código Fincaraíz: 6629509,{'Habitaciones': '1'},{'Baños': '2'},{'Habitaciones': '1'},{'Habitaciones': '1'},{'Área construída': '70 m²'},{'Área privada': '70 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '3'}
Apartamento en venta,Santa Fe Del Tintal - Bogotá,se vende apartamento en tintal lll de cuarenta y cinco metros cuadrados tiene tres alcobas dos baños sala comedor cocina integral sona de lavadora esta terminado con puertas coser principal enchapado sala comedor y baños alcobas en laminado tiene un costo de ciento sesenta millones negociables tiene hipoteca con banco davivienda a dos cuadras de la avenida Cali y ala biblioteca tintal a una cuadra de el centro comercial inf al tel al tres trece cuatro quince seis nueve ocho siete,$ 160.000.000,Código Fincaraíz: 6634988,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área privada': '45 m²'},{'Estrato': '2'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '5'},{'Administración': 'No definida'}
Apartamento en venta,Bosa Porvenir - Bogotá,Hermoso apartamento recién remodelado cocina integral habitación principal con closet baño totalmente enchapado Piso 5 Cerca a universidad y colegios supermercado facilidad de transporte público Precio negociable,$ 90.000.000,Código Fincaraíz: 6629246,{'Habitaciones': '2'},{'Baños': '1'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área privada': '45 m²'},{'Estrato': '2'},{'Antigüedad': '9 a 15 años'},{'Administración': '$\xa060.000 COP'},{'Precio m²': '$\xa02.000.000*m²'},None
Apartamento en venta,Cedritos - Bogotá,"Se vende hermoso y moderno apartamento exterior de dos cuartos, dos baños, sala-comedor, cocina abierta, 1 Parqueadero, cuarto de ropas, walk in closet y dos balcones (Sala y Cuarto principal). El edificio, cuenta con dos terrazas, cada una con golfito, Zonas de BBQ, pista para trotar, juegos de niños, Gimnasio, Salón de Juegos, Teatrino, bicicletero, 3 Ascensores en la torre. El apartamento Incluye Persianas y BlackOut, Mallas de seguridad ambos balcones.",$ 420.000.000,Código Fincaraíz: 6622260,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '73 m²'},{'Área privada': '71 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '6'}
Apartamento en venta,Cedritos - Bogotá,Espectacular apartamento en Bogota Cedritos casi nuevo excelentes acabados y ubicacion faciles vias de acceso en calle residencial tranquila bien distribuido iluminado sala comedor con chimenea habitacion principal con vestier estudio con biblioteca balcón amplio con punto de gas cocina integral semiabierta zona de lavanderia independiente 2 depositos opcion de 2do garage pisos laminados cortinas la administracion incluye agua caliente por favor enviar correo electronico,$ 470.000.000,Código Fincaraíz: 5256545,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '81 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Antigüedad': '1 a 8 años'},{'Administración': '$\xa0300.000 COP'},"{'Precio m²': '$\xa05.802.469,14*m²'}"
Apartamento en venta,La Macarena - Bogotá,"En el Centro Internacional barrio Macarena vendo apartamento dúplex de 153 metros Ubicado en zona mixta de restaurantes galerías y vivienda ,cerca al parque de la independencia y plaza de toros Consta de salón comedor , 4 habitaciones 2 baños cocina ,hall de alcobas ,chimenea ,terraza con vista sobre la ciudad y vista a las montañas ,acceso directo desde la calle al apartamento, estrato tres ,gas natural ,se muestra con cita previa Dirección Carrera 4 26 B 61",$ 445.000.000,Código Fincaraíz: 6636614,{'Habitaciones': '4'},{'Baños': '2'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área privada': '0 m²'},{'Estrato': '3'},{'Estado': 'Bueno'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '2'},{'Administración': '$\xa0100.000 COP'}
Apartamento en venta,Usaquén - Bogotá,En conjunto cerrado Estrato 6 Antigüedad 12años Area 82 78 M2 Exterior rodeado de zonas verdes Primer piso alto sol de la mañana y tarde Totalmente remodelado 2 alcobas Alcoba principal con closet vestier y baño con tina Alcoba 2 con closet vestier y baño Amplia sala con chimenea a gas comedor independiente cocina abierta con barra Zona de lavandería independiente 2 parqueaderos Conjunto cuenta con parques infantiles zonas verdes senderos peatonales bahías parqueaderos,$ 750.000.000,Código Fincaraíz: 6566907,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '82 m²'},{'Área privada': '82 m²'},{'Estrato': '6'},{'Antigüedad': '9 a 15 años'},{'Administración': 'No definida'},"{'Precio m²': '$\xa09.146.341,46*m²'}"
Apartamento en venta,Chicó - Bogotá,"Encuentra, Arrienda o Vende con nosotros. Siempre más opciones en www.homesnbricks.com Visitanos!! Ofrece Amplio apartamento en venta ubicado en el barrio Chicó. Este inmueble cuenta con sala y comedor independientes, cocina independiente, zona de lavandería, habitación de servicio convertida en estudio. Zona privada con family room, habitación principal con baño privado, Cuatro habitaciones y tres baños Completos . Incluye Dos parqueaderos y depósito. El edificio consta de ascensor y sistema de seguridad 24 hrs. .",$ 932.000.000,Código Fincaraíz: 3909374,{'Habitaciones': '4'},{'Baños': '4'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '192 m²'},{'Área privada': '192 m²'},{'Estrato': '6'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '5'},{'Administración': '$\xa01.123.000 COP'}
Apartamento en venta,Ciudad Salitre - Bogotá,Negociable Apartamento en 9no piso elegante amplio y acogedor En Ciudad Salitre 3 habitaciones en madera laminada Alemana sala amplia zonas comúnes en porcelanato Español Estudio chimenea terraza balcón en cuarto principal Cocina integral con pisos en porcelanato Zona de lavandería excelentes vías de acceso parqueadero más amplio de lo habitual 1 deposito gimnasio zonas humedas zonas verdes y parque infantil Libre de gravámenes Contacto con dueño directo Negociable,$ 980.000.000,Código Fincaraíz: 6636291,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '135 m²'},{'Área privada': '135 m²'},{'Estrato': '5'},{'Antigüedad': '9 a 15 años'},{'Administración': 'No definida'},"{'Precio m²': '$\xa07.259.259,26*m²'}"
Apartamento en venta,Fontibón - Bogotá,"Se vende hermoso apartamento ubicado en el conjunto Mirador de fontibon, cuenta con: Sala-comedor, 2 habitaciones, la principal con baño privado, cocina, baño social, zona de lavado y balcón, el conjunto cuenta con espectaculares zonas sociales.",$ 155.000.000,Código Fincaraíz: 6531437,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área privada': '0 m²'},{'Estrato': '3'},{'Estado': 'Excelente'},{'Antigüedad': 'menor a 1 año'},{'Piso N°': '14'},{'Administración': 'No definida'}
Apartamento en venta,La Floresta - Bogotá,Lindo Apartamento Amplio Excelente ubicación 3 habitaciones 2 baños Cocina área de ropas sala Amplia comedor parques y zonas verdes en frente Barrio la Alborada CRA 70 Morato,$ 310.000.000,Código Fincaraíz: 6549005,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '74 m²'},{'Área privada': '74 m²'},{'Estrato': '4'},{'Administración': 'No definida'},"{'Precio m²': '$\xa04.189.189,19*m²'}",None
Apartamento en venta,Nicolás de Federman - Bogotá,"Excelente ubicación, zona residencial cerca a avenidas de acceso, parques y comercios, piso 5 exterior, ascensor, dos habitaciones, dos baños completos, cocina, zona de ropas, estudio con mueble escritorio-biblioteca, sala comedor, chimenea con accesorios, Pisos en madera laminada, cortinas y puerta de seguridad. Garaje cubierto independiente y deposito. portería 24 horas",$ 425.000.000,Código Fincaraíz: 6558986,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '68 m²'},{'Área privada': '68 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '5'}
Apartamento en venta,La Porciuncula - Bogotá,"Se vende hermoso apartamento, en excelente ubicación, amplio, iluminado, uso oficina o vivienda, vigilancia 24 hrs , 2 closet, 1 estudio, Deposito, parqueadero cubierto, fáciles vías de acceso",$ 320.000.000,Código Fincaraíz: 6637650,{'Habitaciones': '1'},{'Baños': '1'},{'Habitaciones': '1'},{'Habitaciones': '1'},{'Área construída': '59 m²'},{'Área privada': '0 m²'},{'Estrato': '5'},{'Estado': 'Bueno'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '2'}
Apartamento en venta,Britalia Norte - Bogotá,"Lindo Apto, Excelente UBICACION a dos cuadras de la 170 ( paradero transmilenio) y una de la 167, todo lo puedes hacer caminando supermecados, bancos, restaurantes. diez años de construido, iluminado, segundo piso esquinero, tres habitaciones la principal con baño, dos habitaciones auxiliares con baño auxiliar, estudio, salon social, parque, gym, no tiene parqueadero propio, cerca a centro ccial santa fe, colina, alkosto, motivo traslado de ciudad, negocie directo con propietario.",$ 258.000.000,Código Fincaraíz: 6637169,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área privada': '67 m²'},{'Estrato': '3'},{'Estado': 'Bueno'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '2'},{'Administración': '$\xa0214.000 COP'}
Apartamento en venta,Los Rosales - Bogotá,Apartamento en exclusivo sector de Rosales cerca al Centro Cc Andino Atlantis Zona G Universidades acceso al centro Excelentes vías de acceso,$ 745.000.000,Código Fincaraíz: 6257607,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '110 m²'},{'Área privada': '110 m²'},{'Estrato': '6'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '5'}
Apartamento en venta,Portales Del Norte - Bogotá,"80.27 Mts cuadrados, parqueadero, deposito, excelente estado",$ 340.000.000,Código Fincaraíz: 6629665,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '80 m²'},{'Área privada': '74 m²'},{'Estrato': '3'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '15'}
Apartamento en venta,El Virrey - Bogotá,"EXTERIOR. A dos cuadras del parque el Virrey. Cerca al andino y parque de la 93. Excelentes espacios. Puerta de seguridad blindada. Completamente exterior. Salón social compuesto de sala, comedor, balcón, cocina abierta (espacio par lavavajillas). Dos habitaciones: la principal con baño en suite y otro baño con ducha. Baño social. Acabados AAA. El edificio cuenta con caldera, planta eléctrica, dos ascensores, terraza, salón social, gimnasio, parqueadero de visitantes. Admon 450 mil",$ 840.000.000,Código Fincaraíz: 6616169,{'Habitaciones': '2'},{'Baños': '3'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '90 m²'},{'Área privada': '90 m²'},{'Estrato': '6'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '2'}
Apartamento en venta,Capellania - Bogotá,"Apartamento ubicado en el sector de Capellanía, muy cerca del centro comercial Hayuelos y a tan solo 10 minutos del aeropuerto. En muy buen estado, cuenta con 3 habitaciones, 2 baños, cocina, sala comedor, estudio, parqueadero propio cubierto y depósito. Está ubicado en el primer piso, fácil acceso. Conjunto cerrado con salón comunal, zonas verdes y área de BBQ.",$ 330.000.000,Código Fincaraíz: 6619577,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '72 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Estado': 'Bueno'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '1'}
Apartamento en venta,Prado Pinzon - Bogotá,Apartamento interior con precio negociable ubicado en un 5 piso con ascensor en zona muy residencial a una cuadra de la autopista norte y Transmilenio excelentes alrededores Colina Campestre y Santa Helena de Baviera Cuenta con dos alcobas cocina baño dos terrazas comunales con preciosa vista a la ciudad y bbq amplio bicicletero comunal y salón de eventos grande ¡Haz tu cita ya,$ 170.000.000,Código Fincaraíz: 6635708,{'Habitaciones': '2'},{'Baños': '1'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '40 m²'},{'Área privada': '0 m²'},{'Estrato': '3'},{'Administración': '$\xa0146.000 COP'},{'Precio m²': '$\xa04.250.000*m²'},None
Apartamento en venta,Chicó - Bogotá,"VENDO APARTAMENTO REMODELADO CHICO ÁREA 187M2 + 80 TERRAZA Rodeando el apartamento.3 habitaciones, 3 baños , estudio, cbs, 2 parqueaderos en linea, deposito,EDIFICIO con planta electrica de suplencia total, ascensor, vigilancia 7/24.",$ 980.000.000,Código Fincaraíz: 6546374,{'Habitaciones': '3'},{'Baños': '4'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '267 m²'},{'Área privada': '187 m²'},{'Estrato': '6'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '1'}
